locality,latitude,longitude
"BHOJUBEER VARANASI, Near Vishal Mega Mart, Bhojuve",25.3507893,82.9760677
"Chikka Banaswadi Road, Balaji Layout, OMBR Layout,",13.0064126,77.6444739
Sector 11,28.594362,77.332715
Sector 15,28.3952729,77.3238274
"Kailash Nagar, Gagandeep Colony, Ludhiana, Punjab,",30.9415838,75.8704159
"Yelahanka New Town, Bengaluru, Karnataka, India",13.1042445,77.5713193
Sector 72,28.5849074,77.3790965
"Tajganj, Agra, Uttar Pradesh, India",27.1553473,78.0479534
"Amrit Nagar, Bulandshahr Road Industrial Area",28.6428786,77.4465323
"Sector 47, Gurgaon",28.4264124,77.0478112
"Ramol, Ahmedabad, Gujarat, India",22.9800485,72.6558824
"Kestopur, Kolkata, West Bengal, India",22.5971854,88.4370585
South City Hights Sector 41,28.4566319,77.0683298
Sher Singh Vihar Sector 106,28.4945677,76.997967
"Harsh Nagar, Kanpur, Uttar Pradesh, India",26.4748573,80.3199179
Bakkarwala,28.6665007,77.0163715
"Jakkasandra, HSR Layout 5th Sector, Bengaluru, Kar",12.9233948,77.6385779
"Varachha, Surat, Gujarat, India",21.2021189,72.8672703
Sector 41,28.4703519,77.2883603
Niwaru Road,26.956843,75.7401848
"Horamavu, Bengaluru, Karnataka, India",13.0250726,77.659665
"Koyla Nagar, Daheli Sujanpur, Kanpur, Uttar Prades",26.3965788,80.360993
"Habibganj, Habib Ganj, Bhopal, Madhya Pradesh, Ind",23.2218567,77.4392576
"Indrapuri, Patna, Bihar, India",25.6085612,85.0843782
"500044, Vidya Nagar Street Number 7, Vidya Nagar, ",17.4065081,78.5089124
Qutab Institutional Area,28.5384505,77.1846218
"L. B. Nagar, Hyderabad, Telangana, India",17.3457176,78.5522296
R K Puram,28.5660075,77.1767435
"Sector 37, Noida, Uttar Pradesh, India",28.5670458,77.3417748
"Narula Institute of Technology, Nilgunj Road, Jaga",22.6766565,88.379074
"Dahisar West, Mumbai, Maharashtra, India",19.2564386,72.8546344
"Yelahanka New Town Police Station, Yelahanka Satel",13.1000851,77.5838643
Basai Enclave,28.4561401,76.9850269
Dwarka Sector 21,28.552322,77.058383
"Jivraj Park, Ahmedabad, Gujarat, India",23.0053051,72.5367504
"100 Feet Rd, Kalindi Vihar, Agra, Uttar Pradesh 28",27.2252995,78.0585741
"Sakamma Muniyappa Layout, Pete Krishnappa layout, ",13.0407171,77.6761605
"Salasar Balaji Temple, Rishipuram Colony, Sikandra",27.2088704,77.9462731
Krishna Colony Sector 7 extension,28.4680783,77.0101418
"Adarsh Nagar, Roorkee, Uttarakhand, India",29.8752941,77.9010326
"Phase 4, Arya Village, Bhubaneswar, Odisha, India",20.2473196,85.7920133
"Behala, Kolkata, West Bengal, India",22.5015719,88.3209437
Phi II,28.4463954,77.5175123
"Madivala, 1st Stage, BTM Layout, Bengaluru, Karnat",12.9226373,77.6174442
"Sector 16, Sonipat, Haryana, India",29.0037064,77.0492504
"Marshal Bazar, Danapur Cantonment, Danapur, Bihar,",25.6364581,85.0470526
"Medahalli Main, Vinayak Layout, Medahalli, Bengalu",13.0284715,77.7191145
"Transport Nagar, Cooperganj, Kanpur, Uttar Pradesh",26.4456125,80.3357445
"Girinagar, Banashankari, Bengaluru, Karnataka, Ind",12.9386287,77.5440288
"Ratu Road, Shahdeo Nagar, Panchsheel Colony, Ranch",23.3842312,85.2891714
Punjabi Bagh,28.673751,77.1273376
"Neredmet, Secunderabad, Telangana, India",17.4684272,78.5354118
Jyoti Park,28.4624572,77.0125445
"Dimna Chowk, Mango, Jamshedpur, Jharkhand",22.8384758,86.2293136
"Sector 127, Noida, Uttar Pradesh, India",28.5339382,77.3482352
"Jadavpur, Kolkata, West Bengal, India",22.4954988,88.3709008
"Gol Pahariya, Gwalior, Madhya Pradesh, India",26.2013871,78.1400524
"Shahganj, Agra, Uttar Pradesh, India",27.1786524,77.9709362
"Lucknow Cantonment, Cantonment, Lucknow, Uttar Pra",26.829161,80.931988
"Sector 33, Ludhiana, Punjab, India",30.9062028,75.9033538
"Sector 14, Gurugram, Haryana, India",28.4707417,77.0463719
"Savitry Greens 2, Gazipur Road, Zirakpur, Punjab, ",30.6398025,76.8345343
"Panchvati, Vadodara, Gujarat, India",22.3350232,73.1415675
"Purani Basti, Raipur, Chhattisgarh, India",21.2321324,81.6261133
Sector 31,28.576709,77.3453639
"Chitkohra, Patna, Bihar, India",25.5836158,85.1018687
Netaji Subhash Palace,28.6922224,77.1506734
"R.K. Enclave, Surendra Vihar, Shri Rameshwaram, Ba",23.1865729,77.4671222
"Anandapura, Battarahalli, Bengaluru, Karnataka, In",13.0249798,77.6944104
"Kharar, Mohali, Punjab, India",30.7488819,76.6413581
"Shiv Chowk Muzaffarnagar, New Mandi, Muzaffarnagar",29.4726817,77.7085091
"Sector 13 Extension, Sector 13, Karnal, Haryana, I",29.6909796,76.9967071
Heritage City M G Road,28.482123,77.077821
"Ptarkar Colony, Vardhaman Nagar",26.8840636,75.7402152
"G K V K Road, Vidyaranyapura, Bengaluru, Karnataka",13.0831158,77.5643404
"Gondhalenagar, Satavwadi, Hadapsar, Pune, Maharash",18.4941368,73.948902
"Husainabad, Lucknow, Uttar Pradesh, India",26.8773119,80.906461
"Jashoda Nagar, Ahmedabad, Gujarat, India",22.9831111,72.6231032
"GITAM Department of Civil Engineering, Rushikonda,",17.7805278,83.374883
"Samalka, New Delhi, Delhi, India",28.5319066,77.0945566
"AIIMS RAIPUR, Great Eastern Road, AIIMS Campus, Ta",21.2573871,81.5775056
"Civil Lines, Meerut, Uttar Pradesh, India",28.9873623,77.7156982
"Faizullaganj, Lucknow, Uttar Pradesh, India",26.9007157,80.9304508
"Akshat Meadows, Sirsi Road, Jaipur, Rajasthan, Ind",26.9222804,75.6773365
Adarsh Nagar,26.9018355,75.8271951
"Sector 15, Gurgaon",28.4621359,77.0463719
"Konanakunte, Bengaluru, Karnataka, India",12.8822193,77.5659682
"Kailon, Sector 114, Sahibzada Ajit Singh Nagar, Pu",30.6975213,76.6535444
"Model Town, Jalandhar, Punjab, India",31.3070904,75.575702
"Harni, Vadodara, Gujarat, India",22.3291848,73.2370637
"Raipur, Dehradun, Uttarakhand, India",30.309851,78.0937171
Khajuri Khas,28.7100319,77.2603927
"Durga Puri, Haibowal Kalan, Ludhiana, Punjab, Indi",30.9270247,75.811267
"Phugewadi, Dapodi, Pimpri-Chinchwad, Maharashtra, ",18.5869541,73.8345548
"Nana Varachha, Surat, Gujarat, India",21.2300055,72.9008978
"Danish Kunj, Kolar Road, Bhopal, Madhya Pradesh, I",23.1710941,77.4257319
"Jayanagar RTO, 4th T Block East, 4th Block, Jayana",12.9284109,77.5843735
"Chi II, Greater Noida, Uttar Pradesh, India",28.4422064,77.5110614
"Lane Number 4, Jagannath Vihar, Baramunda, Bhubane",20.2842517,85.7922781
"Sector 115, Mohali, Punjab",30.7325873,76.64541
Pratap Vihar,28.647065,77.40708
Laxman Vihar,28.4792711,77.0045041
"Field Gunj, Ludhiana, Punjab, India",30.9086209,75.8573897
"Nagawara, Bengaluru, Karnataka, India",13.0350041,77.6235413
"Madhurawada, Visakhapatnam, Andhra Pradesh, India",17.8243075,83.3564283
Surya Nagar,28.6668637,77.328135
"Panki, Kanpur, Uttar Pradesh, India",26.4679211,80.2473521
West Sagarpur,28.6043035,77.0954823
"Planet Health, Vastrapur, Ahmedabad, Gujarat, Indi",23.0362591,72.5229451
"Vinzol, Ahmedabad, Gujarat, India",22.9501248,72.6445946
Chand Nagar,28.6485532,77.0988937
"Pandav Nagar, Shadipur, New Delhi, Delhi, India",28.6511287,77.1517519
"Udhana, Surat, Gujarat, India",21.1431152,72.8431097
"Patel Nagar, Baljit Nagar",28.6570858,77.1610719
"Chota Bangarda, Indore, Madhya Pradesh, India",22.7425932,75.8152625
Tis Hazari Court,28.6659828,77.2180831
Sector 64,28.611892,77.3762261
"Kaikondrahalli Bus Stop, Kaikondrahalli, Bengaluru",12.9140599,77.6777043
Bestech Center Point DLF City Phase 4,28.4684003,77.0745024
"Misrod, Bhopal, Madhya Pradesh, India",23.1554206,77.467329
"Kirpal Nagar, Rohtak, Haryana, India",28.9058389,76.5885551
"Shanti Nagar, Bengaluru, Karnataka, India",12.9577549,77.5992505
"Motera, Ahmedabad, Gujarat, India",23.1048808,72.6028979
"Bhandup East, Mumbai, Maharashtra, India",19.1503488,72.9490911
"Yahiyaganj, Lucknow, Uttar Pradesh, India",26.8579169,80.9117868
"SAF Games Village, Annai Sathya Nagar, Koyambedu, ",13.0648085,80.20773
Barwala,28.7618856,77.0636419
Inderpuri,28.6319998,77.1450994
Sector 6,28.5283578,77.2211152
"JTPL CITY SEC 115, Sector 115",30.7261156,76.6498308
"Dhurwa, Ranchi, Jharkhand, India",23.3088353,85.2894456
DLF Phase 1,28.4650453,77.1007117
"Guru Jambeshwar Nagar, Block E, Vaishali Nagar, Ja",26.9074297,75.7480511
"Asarwa, Ahmedabad, Gujarat, India",23.0487825,72.6083491
"Sikri kalan modinagar, Unnamed Road, Sona Enclave,",28.814428,77.554728
"Green Enclave, Zirakpur, Punjab, India",30.647908,76.8135286
"Arera Colony, Bhopal, Madhya Pradesh, India",23.2115829,77.4311017
"Rohini Sector-21, Rohini",28.711455,77.063141
Jawahar Colony,28.3669747,77.2847346
"Maharana Pratap Nagar, Bhopal, Madhya Pradesh, Ind",23.2311156,77.4335921
"Aishbagh, Lucknow, Uttar Pradesh, India",26.8419215,80.901416
"Gandhibagh, Nagpur, Maharashtra, India",21.1503884,79.1026315
"Golden Avenue, Amritsar, Punjab, India",31.6269905,74.8989541
"Raja Industrial Estate, Yeswanthpur, Bengaluru, Ka",13.0270686,77.532563
"Sector 54, Gurgaon",28.4382322,77.1111214
Sat Bari,28.473429,77.196898
"Sector 27, Gandhinagar, Gujarat, India",23.2512867,72.6491175
"Gandipet, Telangana, India",17.3806863,78.3244788
"Shastri Nagar, Thane West, Thane, Maharashtra, Ind",19.2134386,72.9576315
Ranhola,28.6561285,77.0406828
"Chinappa Layout, Mahadevapura, Bengaluru, Karnatak",12.9849139,77.6896707
"Khojwan, Bhelupur, Varanasi, Uttar Pradesh, India",25.2937776,82.9945041
"Meerpet, Telangana, India",17.3227982,78.5280016
"Dadar, Mumbai, Maharashtra, India",19.021324,72.8424178
"Omaxe North Avenue  Omaxe City, Bahadurgarh, Harya",28.7078595,76.8934426
"Tri Nagar, Delhi, India",28.6779655,77.1580929
"Dindoli, Surat, Gujarat, India",21.1521374,72.8717458
"Ambedkar nagar, Makar Colony, Giaspura, Ludhiana, ",30.8593055,75.8984345
"Srirampura, Jakkur, Bengaluru, Karnataka, India",13.0652274,77.6199608
Dwarka,28.5921401,77.0460481
"Venkusa Estates, Secunderabad, Telangana, India",17.5286669,78.5391105
"Kudasan, Gandhinagar, Gujarat, India",23.179589,72.634746
"Thambu Chetty Palya, Battarahalli, Bengaluru, Karn",13.0190631,77.7037131
"Rasulgarh, Unnamed Road, Rasulgarh Industrial Esta",20.2947616,85.8562117
"Kunj Vihar, Gwalior, Madhya Pradesh, India",26.2512517,78.2063123
"Moti Bagh, New Delhi, Delhi, India",28.5834189,77.168146
Khatipura Mod,26.9230057,75.7456752
"Pratap Nagar, Chanakya Puri, Goalpura, Shahganj, A",27.1847302,77.9788615
"Budhwara Road, Khateekpura, Aish Bagh Housing Boar",23.2539488,77.404512
"Shree Shiv Durga Mandir, Ratu Road, Kumhartoli, Ra",23.380208,85.305476
"Tukdoji Chowk, Tukdoji Nagar, Ayodhya nagar, Nagpu",21.12331,79.1049975
"Nanganallur, Chennai, Tamil Nadu 600061, India",12.9753604,80.1901219
"Krishnarajapura, Bengaluru, Karnataka, India",13.0169992,77.7044335
"Seegehalli - Kannamangala Road, Samruddhi Layout, ",13.0133532,77.7655266
"B.J. Vihar Colony, Indore, Madhya Pradesh, India",22.690979,75.8793562
"Narain Vihar, Sikandra, Agra, Uttar Pradesh, India",27.2041771,77.948522
Sector 14 Dwarka,28.6038371,77.0290995
"Basant Avenue, White Avenue, Amritsar, Punjab, Ind",31.652149,74.873739
"Jakkasandra Block Park, 4th Cross Road, Koramangal",12.9288735,77.6303885
Jagatpur,28.724374,77.217429
"Mavdi - Kankot Road, Mavdi, Rajkot, Gujarat, India",22.2536161,70.7724878
"Uday Baug, Ghorpadi, Pune, Maharashtra, India",18.511795,73.9058534
"Sola Bridge, Sola, Ahmedabad, Gujarat, India",23.0694985,72.5231847
"Nagarbhavi Main Road, SVG Nagar, Govindaraja Nagar",12.971648,77.5269007
"Chetana nagar, Rane Nagar, Nashik, Maharashtra, In",19.9632258,73.7698492
"Rajarajeshwari Layout, Dooravani Nagar, Bengaluru,",13.0059102,77.6725818
Sector 61,28.4097286,77.0981743
"Hastinapuram, Hyderabad, Telangana, India",17.3168305,78.5512713
Bhagat Singh Market,28.6322704,77.2078814
"Anurag Nagar, Indore, Madhya Pradesh, India",22.7346009,75.8966003
"Jal Vayu Vihar, Sector 30, Gurugram, Haryana, Indi",28.4587807,77.0524887
Paryavaran Complex,28.514317,77.2017119
"Kaggadasapura Railway Cross, Kaggadasapura, Bengal",12.9835934,77.6797859
"Moosarambagh, Hyderabad, Telangana, India",17.3729724,78.5163894
"Element 14, Bannerghatta Main Road, Bhavani Nagar,",12.9326969,77.603401
"Vikhroli East, Mumbai, Maharashtra, India",19.091182,72.9208636
"Gill Road, Gill Park, Ludhiana, Punjab, India",30.8601751,75.8593686
"Sector 81, Gurugram, Haryana, India",28.3866865,76.9484624
"Sector 8, Gurgaon",28.4668366,77.0225219
"Sector 42, Gurgaon",28.4580423,77.1082444
"Jagadamba Junction, Visakhapatnam, Andhra Pradesh,",17.7072867,83.3000947
"Daljit Nagar, Preet Nagar, Ludhiana, Punjab, India",30.88607,75.7727542
"Gnanapuram, Visakhapatnam, Andhra Pradesh, India",17.7207517,83.2847155
"Munnekolala Government School, Munnekollal Main Ro",12.9517232,77.7067614
"Bharati Niketan, Habib Ganj, Bhopal, Madhya Prades",23.2368647,77.4429463
"Alandi, Kelgaon, Maharashtra, India",18.6725535,73.8893642
"Sector 21/C, Faridabad, Haryana, India",28.4318699,77.2971115
"Prince Anwar Shah Road, Rajendra Prasad Colony, To",22.5011805,88.3509967
Wazirabad Sector 52,28.4348214,77.0839526
"Sainik Farm, New Delhi, Delhi, India",28.5044051,77.2141252
"Sasane Nagar, Hadapsar, Pune, Maharashtra, India",18.4919553,73.9345125
"Rajeev Nagar, Kanpur, Uttar Pradesh, India",26.4032737,80.332745
"Shaheed Karnail Singh Nagar, Ludhiana, Punjab, Ind",30.8619263,75.8577528
"Sanjay Nagar, Bengaluru, Karnataka, India",13.0364641,77.5767631
"Jagdish Colony, Rohtak, Haryana, India",28.889336,76.5878328
"Aundh, Pune, Maharashtra, India",18.5601649,73.8031335
"Seegehalli, Krishnarajapura, Bengaluru, Karnataka,",13.0117454,77.7644234
"Vittal Nagar, Stage 2, Kumaraswamy Layout, Bengalu",12.9024018,77.5540605
"Nandanam, Venkatanarayana Rd, CIT Nagar West, Nand",13.050108,80.2030739
"Marutidham Society, Vadodara, Gujarat, India",22.2495358,73.1847198
Sector 45,28.4490831,77.3010803
"Divya Unnathi Layout, Horamavu Agara, Hennur Garde",13.0332071,77.6493164
"Sector 21, Noida, Uttar Pradesh, India",28.5875737,77.3350992
"Rasulgarh, Bhubaneswar, Odisha, India",20.2944933,85.8631965
"Sandoz Baug, Thane West, Thane, Maharashtra, India",19.2377047,72.9859162
"Krishna Nagar, Alambagh, Lucknow, Uttar Pradesh, I",26.79636,80.8882087
Sector 39,28.4477547,77.0531714
"Thaltej, Ahmedabad, Gujarat, India",23.0497364,72.5117241
"Ameerpet, Hyderabad, Telangana, India",17.4375084,78.4482441
Sector 41,28.4482545,77.5375794
Pink City,26.9246438,75.818674
"Tharamani, Chennai, Tamil Nadu 600113, India",12.986279,80.2432487
"Sudhama Nagar, Bengaluru, Karnataka, India",12.9591024,77.5867915
"Sector 18, Gurgaon",28.4945045,77.0692827
"Bhoirwadi, Kalyan, Maharashtra, India",19.252527,73.1423364
"Mansarover colony, , Mansarover Colony, Rohtak, Ha",28.8961816,76.5992787
"Benajhabar, Kanpur, Uttar Pradesh, India",26.4764419,80.3281181
"Bhagwati Nagar, Pashan, Pune, Maharashtra, India",18.537463,73.7904901
Sector 51,28.429647,77.06652
"Kadugondanahalli Police Station, Vinobha Nagar, Ka",13.0194185,77.6190241
"HAL 3rd Stage, Puttappa layout, New Tippasandra, B",12.9682741,77.6502639
"Athwa Gate, Surat, Gujarat, India",21.1852392,72.8094786
"Smruti Nagar, Nagpur, Maharashtra, India",21.2171706,79.077922
"Navrangpura, Ahmedabad, Gujarat, India",23.0365437,72.5611395
Bhawani Singh Road,26.9000652,75.7973539
"Doddakannelli, Bengaluru, Karnataka, India",12.9040772,77.7029137
"Vijaynagar Colony, Masab Tank, Hyderabad, Telangan",17.3947265,78.451538
"Sector 67, Mohali",30.6792824,76.7293233
"Vishwas Khand, Lucknow, Uttar Pradesh, India",26.8612489,80.9864167
"Naranpura Char Rasta, Naranpura, Ahmedabad, Gujara",23.0535452,72.5469826
"Sector 44, Chandigarh",30.7135646,76.7530761
"Khanda Colony, Panvel, Navi Mumbai, Maharashtra, I",19.0094449,73.1114462
"RK Hegde Nagar, 1st Stage, Kadugondanahalli, Benga",13.0157927,77.6281957
"RT Nagar, Bengaluru, Karnataka, India",13.0195677,77.5968131
"Air Force Station Road, Sector 33",28.4372687,77.0311838
Old Delhi,28.6545622,77.2308955
"Shastri Nagar, Ahmedabad, Gujarat, India",23.0098939,72.636138
"Telibagh, Lucknow, Uttar Pradesh, India",26.7865677,80.9457366
New Mustafabad,28.7113968,77.2681086
Surajpur,28.5168313,77.4874049
"Dhaula Kuan Bus Stand, Dhaula Kuan, Dhaula Kuan En",28.5927222,77.1632682
"Lal Baug, Parel, Mumbai, Maharashtra, India",18.9908177,72.8382547
"Adarsh Vista, Doddanekundi, Doddanekkundi, Bengalu",12.9722029,77.6843913
"Madhuban, Maduban, Karnal, Haryana",29.6250871,76.9786675
"VIP Road, Tegharia, Baguiati, Kolkata, West Bengal",22.6231543,88.432679
"Jattal Road, New Model Town, Panipat, Haryana, Ind",29.3790577,76.9519553
"Sector 12, Noida, Uttar Pradesh, India",28.5962491,77.3396212
L. M. Nagar Indl. Area,28.6616131,77.1379616
"Amberpet Main Road, Tilak Nagar, Amberpet, Hyderab",17.3908368,78.5083808
"EM Bypass, West Bengal, India",22.4651073,88.3933928
"Kilpauk, Chennai, Tamil Nadu, India",13.0828318,80.2417105
"DreamCity , Amritsar, Dream City, Amritsar, Punjab",31.5894207,74.9644804
"IGNOU, Maidan Garhi Road, Maidan Garhi, New Delhi,",28.5024727,77.1987716
"SBM Colony, Mathikere, Bengaluru, Karnataka, India",13.0363247,77.5558518
"Ghod Dod Road, Parle Point, Meghdoot Society, Athw",21.1752097,72.8064467
"Paschim Puri, Delhi, India",28.6637593,77.1154368
"Gobariya Bawdi Circle, Indraprastha Industrial Are",25.1316588,75.8552869
"Khushboo Apartments, Sector 9, Gurugram, Haryana, ",28.4710733,76.9966376
"Gopalapuram, Chennai, Tamil Nadu, India",13.0489376,80.2586162
"Bariatu Housing Colony, Ranchi, Jharkhand, India",23.3986055,85.3614221
"Karwan, Hyderabad, Telangana, India",17.378812,78.4374017
"Castle Mill Naka, Shrirang Society, Thane West, Th",19.2049437,72.9776527
"Lottegollahalli, R.M.V. 2nd Stage, Bengaluru, Karn",13.0456969,77.5669571
"Sindhi Colony, Jaipur",26.9337824,75.7891795
"RPS More, Danapur, Bihar, India",25.6166189,85.04965
"Kithaganur Colony, Bengaluru, Karnataka, India",13.0318611,77.7061573
"Murugeshpalya Masjid, Church Street, Ramagiri, Mur",12.9588818,77.6554859
"Mahmoorganj, Varanasi, Uttar Pradesh, India",25.3047084,82.9792705
"Mangal Pandey Nagar, Ramgarhi, Meerut, Uttar Prade",28.9732533,77.7316166
"Dareshi, Agra, Uttar Pradesh, India",27.1375341,78.0160604
Narela Town,28.8539597,77.0917838
"Tiljala, Kolkata, West Bengal, India",22.5268906,88.385838
"Nalagandla, Telangana, India",17.4747785,78.3102918
"C V Raman Nagar, Bengaluru, Karnataka, India",12.9793254,77.6641841
"Madhapur, Hyderabad, Telangana 500081, India",17.4482929,78.3914851
"Housing Board Colony, Chandrasekharpur, Bhubaneswa",20.3302449,85.8191842
"Padav, Lashkar, Gwalior, Madhya Pradesh, India",26.2134089,78.175325
"Thakurli, Dombivli, Maharashtra, India",19.221876,73.1003183
"Seth Bagan Road, Daga Colony, Bahiragath Colony, J",22.6168509,88.3977854
"Sector 64, Faridabad, Haryana, India",28.3222028,77.3410569
"Agra Fort, Agra Fort, Rakabganj, Agra, Uttar Prade",27.1795328,78.021112
"Kalyan Nagar, Ludhiana, Punjab, India",30.9242946,75.858818
"Nallurhalli, Whitefield, Bengaluru, Karnataka, Ind",12.9704803,77.7329131
"Sector 21, Chandigarh, India",30.7263907,76.77549
"Barra 7, Kanpur, Uttar Pradesh, India",26.4316256,80.2983339
"Someshwarwadi, Pashan, Pune, Maharashtra, India",18.5466777,73.8022046
"Raipur Railway Station Garden, Station Road, Moudh",21.2558498,81.6302251
Sector 17,28.4073009,77.3295708
"Buddha Garden, Garh Rd, Sarai Behleem, Meerut, Utt",28.9408439,77.7549051
"Ekta Vihar, Dehradun, Uttarakhand, India",30.3377106,78.0723248
"Ramgopalpet Police Station, Minister Road, Sindhi ",17.440494,78.4789903
Bhalaswa Dairy,28.7471172,77.1628959
"Sector 104, Hazipur, Noida, Uttar Pradesh, India",28.5393497,77.3676142
"Kankarbagh, Patna, Bihar, India",25.5937003,85.1546589
"VIP Road, Panchsheel Enclave, Zirakpur, Mohali, Ha",30.6425834,76.8251394
"Nadesar, Chaukaghat, Varanasi, Uttar Pradesh, Indi",25.3347863,82.9891301
"Vishnupuri Colony, Indore, Madhya Pradesh, India",22.6908779,75.8599315
"Munnekollala Bus Stop, Thubarahalli, Papa Reddy La",12.9486074,77.7082904
Sector 14,28.5867411,77.3073133
"Sector 30, Noida, Uttar Pradesh, India",28.5739477,77.3389034
Budh Vihar,28.7169943,77.0881034
