,locality,latitude,longitude,Pincode,Latitude,Longitude
271,"Juhu Lane, Zalawad Nagar, Juhu Lane, Yadav Nagar, ",19.115618,72.8400773,577601.0,19.1188,72.84571
272,"Pritam Nagar, Model Town, Ludhiana, Punjab, India",30.8908883,75.8444315,141002.0,30.89497,75.84136
273,"Govindpura, Jaipur, Rajasthan, India",26.9533929,75.702683,302044.0,26.95339,75.70268
274,"Bosepukur, Kasba, Kolkata, West Bengal, India",22.517929,88.383412,700042.0,22.51798,88.38388
275,"Bareilly Visit, Unnamed Road, Subhash Nagar, subha",28.3391812,79.4083767,243001.0,28.3376,79.41189
276,Gokalpuri,28.703423,77.2840105,110094.0,28.70394,77.28331
277,"Manjalpur, Vadodara, Gujarat, India",22.2726436,73.1877854,384565.0,22.27253,73.19298
278,Humayunpur,28.5616115,77.193806,110029.0,28.56856,77.19569
279,"Sector 27, Chandigarh",30.7227149,76.7987759,160019.0,30.72267,76.79825
280,"Daulat Nagar, Borivali, Mumbai, Maharashtra, India",19.2365653,72.8611481,400066.0,19.23547,72.85667
281,"Rajajipuram, Lucknow, Uttar Pradesh, India",26.8469972,80.8763248,226017.0,26.84786,80.885
282,"Madipakkam, Chennai, Tamil Nadu, India",12.9647462,80.1960832,631701.0,12.9623,80.1986
283,"Kalena Agrahara, Bannerghatta Road, Kalena Agrahar",12.866134,77.591908,560076.0,12.87323,77.59707
284,"Whitefield Road, Ambedkar Nagar, Kadugodi, Bengalu",12.9800929,77.7516028,560066.0,12.98724,77.73216
285,"Rakshak Chowk, Rakshak Society, Pimple Nilakh, Pim",18.5819735,73.7977914,411027.0,18.57806,73.80233
286,"Goregaon, Mumbai, Maharashtra, India",19.1662566,72.8525696,400063.0,19.1635,72.85142
287,Hari Nagar (West Delhi),28.6248596,77.1108681,110064.0,28.62486,77.11087
288,"Vasai East, Vasai-Virar, Maharashtra, India",19.3939911,72.8623387,401208.0,19.39421,72.86336
289,"Gaimukh Gaon Sports Field, Gaimukh Gaon, Thane Wes",19.2803472,72.9519315,400615.0,19.26896,72.95453
290,"Simla, Machuabazar, Kolkata, West Bengal, India",22.5840483,88.3670325,700006.0,22.58567,88.36769
291,"Mehlana Road, Mayur Vihar, Sector 21, Sonipat, Har",28.9914525,76.9871808,131001.0,29.00014,77.00014
292,"Vile Parle East, Vile Parle, Mumbai, Maharashtra, ",19.0963781,72.8563994,400099.0,19.10087,72.86204
293,"achole road, Babul Pada Road, Ambawadi, Nalasopara",19.4199154,72.8300245,401209.0,19.42539,72.82742
294,"Indirapuram, Ghaziabad, Uttar Pradesh, India",28.641485,77.3713856,201012.0,28.65328,77.35669
295,"Bahubali Nagar, Jalahalli, Bengaluru, Karnataka, I",13.0448627,77.5497613,560115.0,13.04693,77.54543
296,"Sarakki Lake, Jarganahalli, JP Nagar 7th Phase, J.",12.899404,77.5798522,577526.0,12.90044,77.57122
297,"Bazar Samiti, Bahadurpur, Patna, Bihar, India",25.6086233,85.1751534,800026.0,25.6,85.17389
298,"Marathahalli Bridge Bus Stop, Service Road, Marath",12.95421,77.7002567,560037.0,12.95886,77.71603
299,"Kakadeo, Kanpur, Uttar Pradesh, India",26.4801643,80.2906659,208005.0,26.479,80.29
300,"Sadaramangala, Krishnarajapura, Bengaluru, Karnata",13.0003059,77.7402009,560066.0,12.98724,77.73216
301,Ashok Vihar,28.6884549,77.1757503,110085.0,28.69336,77.17139
302,"Ramamurthy Nagar, Bengaluru, Karnataka, India",13.0184435,77.6781215,560016.0,13.01408,77.68275
303,"Taloja, Navi Mumbai, Maharashtra, India",19.0630113,73.120891,410208.0,19.06142,73.11664
304,"Adarsh Nagar, Chinhat Tiraha, Uttar Pradesh, India",26.8861004,81.0398682,481672.0,26.88581,81.03958
305,Sector 21A,28.423125,77.2994144,121010.0,28.4391,77.3009
306,"Nyanappana Halli, Hulimavu, Bengaluru, Karnataka, ",12.8799403,77.6156642,560114.0,12.87047,77.62691
307,Rashtrapati Bhawan,28.6141527,77.1959622,110001.0,28.61058,77.19869
308,"Powai, Mumbai, Maharashtra, India",19.1196773,72.9050809,400072.0,19.11857,72.89013
309,"Moradabad, Uttar Pradesh, India",28.8386481,78.7733286,244001.0,28.8419,78.77066
310,"Nerul East, Sector 21, Nerul, Navi Mumbai, Maharas",19.0324235,73.0198654,400706.0,19.035,73.022
311,"G R Nagar Main Rd, Sakthi Nagar, Rayala Nagar, Ram",13.0308803,80.1867561,635115.0,13.03379,80.18074
312,"Lok Vihar, Pitampura",28.692894,77.135209,110034.0,28.68875,77.13211
313,Pitampura,28.6989984,77.1384174,110034.0,28.70467,77.14472
314,"New Transport Nagar, Mathura Cantonment, Mathura, ",27.4815043,77.6890485,281204.0,27.48512,77.68872
315,"Vidyaranyapura, Bengaluru, Karnataka, India",13.0857908,77.556098,560097.0,13.07937,77.55954
316,"Egmore, Chennai, Tamil Nadu 600008, India",13.0732259,80.2609209,600008.0,13.07638,80.26262
317,New Rajinder Nagar,28.6349338,77.1792825,110060.0,28.63672,77.18311
318,"Piplod, Surat, Gujarat, India",21.1593189,72.77122,395007.0,21.15752,72.77547
319,"Nigdi, Pimpri-Chinchwad, Maharashtra, India",18.6491735,73.7706532,411062.0,18.65322,73.76792
320,"Jalvayu Vihar, Lucknow, Uttar Pradesh, India",26.7892406,80.9221562,226104.0,26.79578,80.92371
321,"BEL Layout 1st Block, BEL Layout, Vidyaranyapura, ",13.0734129,77.5554935,560097.0,13.07937,77.55954
322,"Auto Nagar, Hyderabad, Telangana, India",17.3578951,78.5831181,500115.0,17.36293,78.58418
323,"Anand Nagar, Prahlad Nagar, Ahmedabad, Gujarat, In",23.0158821,72.5093906,380015.0,23.02714,72.51756
324,"Kami, Sonipat, Haryana, India",29.0364884,77.0190228,131001.0,29.00189,77.01861
325,"Kothrud, Pune, Maharashtra, India",18.5073514,73.8076543,453551.0,18.5026,73.80131
326,"DLF Industrial Area, Faridabad, Haryana, India",28.4586615,77.3109035,121003.0,28.45136,77.30794
327,"Sector 17, Chopasni Housing Board, Jodhpur, Rajast",26.2628808,72.9689398,342008.0,26.2501,72.9779
328,"Vadapalani, Chennai, Tamil Nadu, India",13.0499711,80.2121306,600032.0,13.05153,80.21158
329,"Kothaguda X Road, Land Mark Residency, Kothaguda, ",17.459045,78.366089,679334.0,17.46858,78.36739
330,"Chheharta, Amritsar, Punjab, India",31.626261,74.7892951,143105.0,31.63,74.8
331,"Shakurpur, Rani Bagh",28.6879079,77.1341675,110034.0,28.68875,77.13211
332,"Metro Station Thalagattapura, Kanakapura Road, JP ",12.8712178,77.5383558,560109.0,12.86841,77.53812
333,"Nawada, Delhi, India",28.6241571,77.0367022,110059.0,28.6215,77.04153
334,"Kadma, Jamshedpur, Jharkhand, India",22.8042417,86.1672082,833103.0,22.80246,86.19715
335,"Alaknanda, New Delhi, Delhi, India",28.5304408,77.2505733,110019.0,28.52564,77.25417
336,"United Nagar, Kalyanpur, Kanpur, Uttar Pradesh, In",26.4809469,80.2540865,209214.0,26.48431,80.25408
337,"Ullal Main Rd, Jnananjyothinagar, Muneshwaranagar,",12.9512941,77.4930298,560056.0,12.95,77.50174
338,"Katraj, Pune, Maharashtra, India",18.4529322,73.865238,411046.0,18.446,73.86028
339,"Sayyed Nagar, Kanpur, Uttar Pradesh, India",26.4767836,80.2732491,208017.0,26.47356,80.27395
340,"Bolarum, Secunderabad, Telangana, India",17.5217602,78.510961,500010.0,17.51672,78.5175
341,"Dhunbad, Grant Road West, Talmakiwadi, Grant Road,",18.9660025,72.8166314,400008.0,18.96775,72.82169
342,"Housing Board Colony, Ranjit Avenue, Amritsar, Pun",31.6632382,74.8704498,143001.0,31.66,74.87
343,"Saheed Nagar, Bhubaneswar, Odisha, India",20.2909962,85.8455788,751007.0,20.2908,85.84833
344,South Extension I,28.5714723,77.2257859,301027.0,28.57301,77.22579
345,Nangloi,28.6841206,77.0632942,110041.0,28.68241,77.06463
346,"Ballal Circle, Krishnamurthy Puram, Mysuru, Karnat",12.2952764,76.6420594,570004.0,12.29239,76.64267
347,"Jogeshwari East, Mumbai, Maharashtra, India",19.1370256,72.8549697,400065.0,19.14425,72.856
348,"Janta Nagar, Ludhiana, Punjab, India",30.8794397,75.8635625,141003.0,30.88083,75.85947
349,"Senhati Colony, Behala, Kolkata, West Bengal, Indi",22.4972592,88.3281823,700034.0,22.49922,88.32642
350,Maujpur,28.6906285,77.2764329,110031.0,28.69225,77.27422
351,"Mumbai Highway, Sector 6A, Kamothe, Panvel, Navi M",19.025333,73.0962258,410218.0,19.02672,73.10481
352,"Nandanvan, Nagpur, Maharashtra, India",21.1387912,79.1276399,480334.0,21.14128,79.12671
353,"Guru Amardas Avenue, Amritsar, Punjab, India",31.6653474,74.8360918,143008.0,31.67,74.84
354,"Chinchpokli, Mumbai, Maharashtra, India",18.9854394,72.834562,400033.0,18.98519,72.83638
355,"Vaikunth Society, Gotri, Vadodara, Gujarat, India",22.3168225,73.1421521,391101.0,22.31,73.14
356,Indira Park,28.5987066,77.0981618,121004.0,28.6041,77.09762
357,"Agra Cantt.Uttar Pradesh, India",27.1590786,77.9905584,282001.0,27.15822,77.99051
358,"Palanpur, Surat, Gujarat, India",21.206902,72.7669633,395009.0,21.21086,72.77133
359,"Pandri, Raipur, Chhattisgarh, India",21.2527909,81.6488864,230402.0,21.2546,81.647
360,Mahavir Enclave,28.6029832,77.0782426,110045.0,28.59646,77.08081
361,"Avantika Colony,Shastri Nagar",28.675971,77.4859711,201002.0,28.67658,77.48086
362,"Arjan Garh, Aya Nagar, New Delhi, Delhi, India",28.475239,77.1175451,110047.0,28.47978,77.11794
363,"Garia, Kolkata, West Bengal, India",22.4660129,88.3928446,700047.0,22.47133,88.38719
364,"Shahid Khudiram Metro Station Road, Briji, Garia, ",22.4659648,88.3908148,700047.0,22.47133,88.38719
365,"Virar West, Virar, Maharashtra, India",19.4618817,72.7776581,401301.0,19.46092,72.77667
366,Sector 61,28.5960875,77.3683319,201307.0,28.58493,77.38699
367,"Sena Vihar, Kammanahalli, Bengaluru, Karnataka, In",13.0194725,77.6385779,560043.0,13.02203,77.63483
368,"Hebbagodi Police Station, Electronic City, Bengalu",12.8263113,77.6821214,560099.0,12.8193,77.68812
369,"Dumdum, Kolkata, West Bengal, India",22.6420109,88.4311688,700079.0,22.64,88.43
370,"Nampally, Hyderabad, Telangana, India",17.386041,78.4665936,500001.0,17.38175,78.46517
371,"Dominic Layout, Seegehalli, Krishnarajapura, Benga",13.0193768,77.7176658,560049.0,13.01842,77.71842
372,"INA Colony, Amritsar, Punjab, India",31.6373908,74.8697188,143101.0,31.63398,74.87226
373,"Sector 8, Panchkula, Haryana, India",30.6996417,76.844708,160101.0,30.71358,76.84375
374,"Gota, Ahmedabad, Gujarat, India",23.1012966,72.5407052,382305.0,23.1,72.53
375,Mayfield Garden Sector 57A,28.4253544,77.0630471,122003.0,28.4465,77.07362
376,"Belathur, Krishnarajapura, Bengaluru, Karnataka 56",13.0072468,77.7523608,560066.0,12.98724,77.73216
377,"Magarpatta, Hadapsar, Pune, Maharashtra, India",18.5158057,73.9271644,411028.0,18.50331,73.93122
378,"Beniapukur, Kolkata, West Bengal, India",22.5448707,88.3704687,700016.0,22.55111,88.36203
379,"Talwandi, Kota, Rajasthan, India",25.1467143,75.8406988,148102.0,25.15021,75.8425
380,"Sector 6 Vaishali, Ghaziabad, Uttar Pradesh, India",28.6484484,77.3532597,201012.0,28.65328,77.35669
381,"New Loha Mandi, Harmada, Jaipur, Rajasthan 302032,",26.9953689,75.7621004,334023.0,27.0065,75.7704
382,Prashant Vihar,28.7157406,77.1351454,110085.0,28.71689,77.13806
383,"Subhash Nagar, Kolkata, West Bengal, India",22.6343272,88.4052416,700065.0,22.63944,88.41203
384,"MDDA Colony, Dalanwala, Dehradun, Uttarakhand, Ind",30.3123898,78.0634101,248001.0,30.30981,78.06161
385,"Manik Bagh Road, Door Sanchar Colony, Veer Savarka",22.6954233,75.8549556,452014.0,22.69897,75.8575
386,"Jaistambh Chowk, Byron Bazar, Raipur, Chhattisgarh",21.2437788,81.6355781,492001.0,21.24336,81.63606
387,"Murugeshpalya Shiva temple, Ramagiri, Murgesh Pall",12.9589176,77.6571575,577543.0,12.96112,77.64725
388,"LDA Colony, Lucknow, Uttar Pradesh, India",26.7963529,80.8945453,226005.0,26.80442,80.89208
389,"Attiguppe, Bengaluru, Karnataka, India",12.9597914,77.5289797,560040.0,12.95831,77.52868
390,Karkardooma,28.6529458,77.3022868,110092.0,28.65222,77.30644
391,Sector 69,28.3981822,77.037736,122101.0,28.39138,77.05119
392,"Medipally, Survey Colony Road, Survey Colony, Indu",17.3983833,78.5582647,141113.0,17.39838,78.55827
393,"Keelkattalai, Chennai, Tamil Nadu, India",12.9556074,80.1868681,600117.0,12.95753,80.17841
394,"Laxminarayan Theater, Parvati Paytha, Pune, Mahara",18.4960206,73.8575984,411009.0,18.49403,73.85767
395,"Kadubeesanahalli Road, Kodbisanhalli, Panathur, Be",12.9387312,77.6969727,560087.0,12.93557,77.70575
396,"Rajni Khand, Lucknow, Uttar Pradesh, India",26.7782697,80.9332155,226002.0,26.77626,80.94354
397,"Mahagunpuram, Ghaziabad, Uttar Pradesh, India",28.6660454,77.4795184,201002.0,28.67658,77.48086
398,"Hinjawadi Phase 1 Road, Phase 1, Hinjawadi Village",18.5879748,73.7373548,305023.0,18.5864,73.7368
399,"Nirala Estate, Patwari, Greater Noida, Uttar Prade",28.5870007,77.442498,201009.0,28.6034,77.46159
400,Sushant Lok Phase 2 Sector 57,28.4255615,77.0873907,122006.0,28.42272,77.10314
401,"Aya Nagar, New Delhi, Delhi, India",28.4720443,77.1329417,110047.0,28.47978,77.11794
402,"Teen Hath Naka bus stop Thane West, Shivaji Nagar,",19.1873903,72.9640983,421312.0,19.18308,72.96737
403,"Gokuldham Colony, Goregaon East, Mumbai, Maharasht",19.1702821,72.8698946,400065.0,19.17561,72.87778
404,Kalyan Puri,28.6179505,77.3142212,110091.0,28.61983,77.31211
405,"Ramoshi Ali, Hadapsar Gaon, Hadapsar, Pune, Mahara",18.4993373,73.9312265,411028.0,18.50331,73.93122
406,"Munnekolala Bus Stand, Kasavanahalli Village, Mara",12.9495776,77.6995122,560087.0,12.93557,77.70575
407,"I.D.B.I Bank ATM-Mulund West, NS Road, near by Mul",19.1733869,72.956382,400080.0,19.17481,72.95764
408,"Bachupally, Hyderabad, Telangana, India",17.5513353,78.3855189,500090.0,17.51764,78.3825
409,"Lulla Nagar, Pune, Maharashtra, India",18.4847906,73.885986,411001.0,18.49975,73.87825
410,"Bandlaguda Jagir, Hyderabad, Telangana, India",17.3629719,78.3943263,500086.0,17.34881,78.37689
411,"Sasni Gate, Aligarh, Uttar Pradesh, India",27.863984,78.067374,202001.0,27.86398,78.06737
412,"Kapurbawdi, Thane West, Thane, Maharashtra, India",19.2201125,72.9748448,400608.0,19.21834,72.97808
413,"Dabeerpura, Hyderabad, Telangana, India",17.3655876,78.485669,843331.0,17.3737,78.4898
414,"Lalita Nagar, Chuna Bhatti, Bhopal, Madhya Pradesh",23.2062702,77.4151509,462016.0,23.19367,77.4125
415,"Sector 70A, Gurugram, Haryana, India",28.3845297,77.0226217,122101.0,28.39138,77.05119
416,"Narol, Ahmedabad, Gujarat, India",22.9641614,72.5903337,382405.0,22.96178,72.59372
417,"Bandra West, Mumbai, Maharashtra, India",19.0606917,72.8362497,400050.0,19.05689,72.83419
418,"Lal Kurti, Ambala Cantt, Haryana, India",30.3414129,76.8284884,133004.0,30.33053,76.83281
419,"Jankalyan Nagar, Malad, Divya Park, Bafhira Nagar,",19.199766,72.819987,400095.0,19.18958,72.81969
420,"Adarsh colony, Mahadeonagar, Hadapsar, Manjari Bk.",18.5068591,73.9541788,411028.0,18.50331,73.93122
421,"Wadgaon Sheri, Pune, Maharashtra, India",18.5527193,73.920817,411014.0,18.54364,73.92511
422,"Vishwas Nagar, Shahdara, Delhi, India",28.6613249,77.2961271,110032.0,28.66683,77.29464
423,"Annai Sathya Nagar, Ramapuram, Chennai, Tamil Nadu",13.0331634,80.171115,600116.0,13.03956,80.17333
424,Chanakyapuri,28.5938532,77.1887364,110021.0,28.59439,77.18628
425,"Goregaon West, Mumbai, Maharashtra, India",19.1629338,72.839241,400104.0,19.15917,72.84033
426,Sector 16A,28.4089726,77.3160664,121002.0,28.40807,77.32238
427,"Rampur Garden, Bareilly, Uttar Pradesh, India",28.3512455,79.4251784,243501.0,28.351,79.423
428,Laxmi Nagar,28.636736,77.274807,460551.0,28.63928,77.27268
429,Saket,28.5245787,77.206615,110044.0,28.53,77.21
430,"Medavakkam, Chennai, Tamil Nadu, India",12.9171427,80.1923489,600125.0,12.92514,80.19869
431,Ramesh Nagar,28.65109,77.1326969,110015.0,28.64986,77.13067
432,"Jiwaji Chowk, Topi Bazar, Sarafa Bazar, Daulat Gan",26.1993332,78.1484597,474010.0,26.20037,78.15055
433,"Kudlu, Bengaluru, Karnataka, India",12.8870683,77.6562206,560068.0,12.87755,77.64763
434,"Chand Bihari Nagar, Khatipura",26.9320661,75.7495047,302012.0,26.92447,75.74864
435,"Jamalia, Chennai, Tamil Nadu, India",13.1048277,80.2533216,600012.0,13.10153,80.25219
436,"Sector 86, Gurugram, Haryana, India",28.3986189,76.938379,301022.0,28.39425,76.90812
437,"Civil Lines, Lucknow, Uttar Pradesh, India",26.8517372,80.9518745,226001.0,26.84986,80.95108
438,"Grace Church Daver Yamjal, Yamjal, Secunderabad, T",17.5624607,78.524792,500078.0,17.56344,78.53783
439,"Sector 46, Chandigarh",30.7026207,76.7639499,160047.0,30.69631,76.76903
440,"Phase 9, Mohali, Punjab, India",30.7046486,76.7178726,442606.0,30.70465,76.71787
441,Sukhrali Sector 17,28.4770788,77.0600442,122001.0,28.47826,77.06081
442,"Electronic City, Bengaluru, Karnataka, India",12.8452145,77.6601695,560002.0,12.83991,77.66297
443,Johripur,28.7174577,77.2851341,110094.0,28.70394,77.28331
444,"Kargi Chowk, Brahmanwala, Dehradun, Uttarakhand, I",30.2908871,78.0247115,247671.0,30.2974,78.0101
445,"Kundli, Sonipat, Haryana, India",28.9930823,77.0150735,131022.0,28.99269,77.01797
446,"Kanaka Durga Temple, KPHB Phase III, Kukatpally Ho",17.4861516,78.3944749,500085.0,17.49322,78.39253
447,Nirankari Colony,28.7165478,77.2063834,110009.0,28.71525,77.20444
448,"g s road, GS Road, Saraswati Market, Six Mile, Guw",26.1328881,91.8056999,783371.0,26.12458,91.81114
449,"Hosa Road, Kasavanahalli, Karnataka, India",12.9053223,77.6758774,577534.0,12.90668,77.6757
450,"Sewa Nagar, Ghaziabad, Uttar Pradesh, India",28.6775842,77.4113845,201003.0,28.68292,77.41406
451,"Devlok Colony, Phase I, Industrial Area, Mohkam Pu",28.9570966,77.6768763,250002.0,28.95999,77.6813
452,"Basaveshwar Nagar, Bengaluru, Karnataka, India",12.9886182,77.5382864,560079.0,12.9937,77.5391
453,"Balkum Naka, Thane West, Thane, Maharashtra, India",19.2205304,72.988684,421302.0,19.21833,72.97809
454,"pul prahladpur, South Delhi",28.4993959,77.2918391,110044.0,28.50492,77.28911
455,Vasant Vihar,28.560323,77.1617281,110022.0,28.56,77.16
456,"Waghodia, Vadodara, Gujarat, India",22.2896243,73.2326738,390025.0,22.29308,73.22981
457,"Hoodi, Bengaluru, Karnataka, India",12.9895552,77.7126571,560048.0,12.99221,77.7159
458,"Ghanta Ghar, Chukkuwala, Dehradun, Uttarakhand, In",30.3244257,78.0418333,248001.0,30.32494,78.04167
459,"Hosakerehalli, Bengaluru, Karnataka, India",12.9163636,77.5361462,560061.0,12.9089,77.54918
460,"Kidwai Nagar, Kanpur, Uttar Pradesh, India",26.4263382,80.3275589,208011.0,26.422,80.32558
461,"Raji Reddy Nagar, Hyderabad, Telangana, India",17.497897,78.3991533,500085.0,17.49322,78.39253
462,"Adyar, Chennai, Tamil Nadu, India",13.0011774,80.2564957,600020.0,13.00103,80.25731
463,"Chennai Central Railway Police Station, Station Ro",13.0827504,80.2751387,600003.0,13.08122,80.27781
464,"Nizampet Road, Vasanth Nagar Colony, Nizampet, Hyd",17.5178254,78.379946,500090.0,17.51764,78.3825
465,"Kuber Nagar, Ahmedabad, Gujarat, India",23.0711832,72.6417774,382340.0,23.07419,72.63744
466,"Sai Chowk, Pashan, Pune, Maharashtra, India",18.5436567,73.7850743,411021.0,18.53722,73.79506
467,Sector 50,28.573405,77.3712026,201304.0,28.5622,77.37407
468,"Sandal soap factory metro station, Yeshwanthpur In",13.0136242,77.5541719,560022.0,13.02006,77.55636
469,Goverdhan Behari Colony,28.6705974,77.2820495,110032.0,28.67153,77.28311
470,Sispal Vihar,28.4149125,77.0438532,148024.0,28.39827,77.05357
471,"Chandkheda, Ahmedabad, Gujarat, India",23.109098,72.5849179,382424.0,23.1071,72.5849
472,"Badarpur, New Delhi, Delhi, India",28.5102495,77.2985884,110044.0,28.5,77.3
473,"Andheri East, Mumbai, Maharashtra, India",19.1178548,72.8631304,400093.0,19.12114,72.87122
474,Hastal Village,28.6377129,77.0490264,110059.0,28.63771,77.04903
475,"Gachibowli, Hyderabad, Telangana, India",17.4400802,78.3489168,500111.0,17.43503,78.33905
476,"Vaishali, Sector-1, Ghaziabad, Uttar Pradesh, Indi",28.6356338,77.3388511,201021.0,28.63408,77.34536
477,"Rohini, Sector-24",28.7284523,77.0881034,110099.0,28.7206,77.08091
478,"Dange Chowk, Mangal Nagar, Thergaon, Pimpri-Chinch",18.613543,73.766518,415521.0,18.6216,73.7622
479,Pinacle Royal Ton Tower Sector 43,28.4494222,77.0968128,122002.0,28.46609,77.10583
480,"South Bopal, Bopal, Ahmedabad, Gujarat, India",23.0206198,72.4687152,380058.0,23.03,72.48
481,"TPT Colony, Seethammadara, Visakhapatnam, Andhra P",17.7373661,83.3109938,530004.0,17.74172,83.31178
482,"Jakhan, Dehradun, Uttarakhand, India",30.3627451,78.0666195,248013.0,30.35678,78.0769
483,"Sector 56, Gurgaon, Haryana, India",28.4262171,77.096765,122006.0,28.42272,77.10314
484,"Thane (W), Kolbad, Uthalsar, Thane West, Thane, Ma",19.2045798,72.9747756,400608.0,19.20097,72.96978
